step_id,pid,interaction_id,order_id,level,text_entry,text_type,who,category,subcat,end,status,date,time,dt
1103,66,1,10,3, WF Impact,prompt,bot,main_topic,water,0,start,10/13/2021,15:23,10/13/2021 15:23
1104,66,1,11,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,15:23,10/13/2021 15:23
1105,66,1,12,4,"""Goodbye""",query,user,user_chat,general,-1,abort,10/13/2021,15:23,10/13/2021 15:23
1106,66,1,13,4,,bot_nomatch,bot,outscope,general,-1,abort,10/13/2021,15:23,10/13/2021 15:23
1107,67,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,15:08,10/13/2021 15:08
1108,67,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,15:08,10/13/2021 15:08
1109,67,1,3,2, Topic: Carbon Footprint,prompt,bot,main_topic,carbon-foot,0,start,10/13/2021,15:09,10/13/2021 15:09
1110,67,1,4,3, CF Impact,prompt,bot,main_topic,carbon-foot,0,start,10/13/2021,15:09,10/13/2021 15:09
1111,67,1,5,3, CF Definition,prompt,bot,main_topic,carbon-foot,0,start,10/13/2021,15:10,10/13/2021 15:10
1112,67,1,6,3, CF Sustainability,prompt,bot,main_topic,carbon-foot,0,start,10/13/2021,15:11,10/13/2021 15:11
1113,67,1,7,4, 12 -Responsible Consumption and Production,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,15:12,10/13/2021 15:12
1114,67,1,8,5, Yes explore other SDGs,prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,15:13,10/13/2021 15:13
1115,67,1,9,5, Go --> Choose SDGs,bot_move,bot,sustainability,choose-sdg,0,start,10/13/2021,15:14,10/13/2021 15:14
1116,67,1,10,6, 1 -No Poverty,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,15:14,10/13/2021 15:14
1117,67,1,11,7," No, explore SDGs",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,15:15,10/13/2021 15:15
1118,67,1,12,7," No, other topics",prompt,bot,sustainability,choose-sdg,1,end,10/13/2021,15:15,10/13/2021 15:15
1119,67,1,13,7, Linger I'm done with carbon footprint,prompt,bot,main_topic,carbon-foot,1,end,10/13/2021,15:16,10/13/2021 15:16
1120,67,1,14,7, Linger No SDGs,prompt,bot,sustainability,choose-sdg,0,resume,10/13/2021,15:16,10/13/2021 15:16
1121,67,1,15,7, Linger No other topics,prompt,bot,sustainability,choose-sdg,1,end,10/13/2021,15:17,10/13/2021 15:17
1122,67,1,16,7, End,prompt,bot,end,bot,1,end,10/13/2021,15:17,10/13/2021 15:17
1123,68,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,16:08,10/13/2021 16:08
1124,68,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:08,10/13/2021 16:08
1125,68,1,3,2, Incorporating science,prompt,bot,science,general,0,start,10/13/2021,16:08,10/13/2021 16:08
1126,68,1,4,3, Level of science information,prompt,bot,science,level,0,start,10/13/2021,16:08,10/13/2021 16:08
1127,68,1,5,4, Yes that helps,prompt,bot,science,level,0,assign,10/13/2021,16:09,10/13/2021 16:09
1128,68,1,6,4, Yes additional questions,prompt,bot,science,level,0,assign,10/13/2021,16:09,10/13/2021 16:09
1129,68,1,7,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:09,10/13/2021 16:09
1130,68,1,8,2, Topic: Water Footprint,prompt,bot,main_topic,water,0,start,10/13/2021,16:10,10/13/2021 16:10
1131,68,1,9,3, WF Impact,prompt,bot,main_topic,water,0,start,10/13/2021,16:10,10/13/2021 16:10
1132,68,1,10,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,16:10,10/13/2021 16:10
1133,68,1,11,4, Let's look at the whole list of SDGs,prompt,bot,main_topic,water,0,assign,10/13/2021,16:10,10/13/2021 16:10
1134,68,1,12,4, Go --> Choose SDGs,bot_move,bot,sustainability,choose-sdg,0,start,10/13/2021,16:11,10/13/2021 16:11
1135,68,1,13,5, 6 -Clean Water and Sanitation,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,16:11,10/13/2021 16:11
1136,68,1,14,6," No, explore SDGs",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,16:11,10/13/2021 16:11
1137,68,1,15,6," Yes, other topics",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,16:11,10/13/2021 16:11
1138,68,1,16,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:12,10/13/2021 16:12
1139,68,1,17,2, None of these,prompt,bot,top,top,0,assign,10/13/2021,16:12,10/13/2021 16:12
1140,68,1,18,2, Linger (WF) Other topics,prompt,bot,main_topic,water,0,resume,10/13/2021,16:12,10/13/2021 16:12
1141,68,1,19,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:12,10/13/2021 16:12
1142,68,1,20,2, FAQ about technical details,prompt,bot,writing,faq,0,start,10/13/2021,16:12,10/13/2021 16:12
1143,68,1,21,3, Paper tone,prompt,bot,writing,faq,0,start,10/13/2021,16:12,10/13/2021 16:12
1144,68,1,22,4, Yes see other requirements,prompt,bot,writing,faq,0,assign,10/13/2021,16:13,10/13/2021 16:13
1145,68,1,23,2, Go --> FAQs,bot_move,bot,writing,faq,0,start,10/13/2021,16:13,10/13/2021 16:13
1146,68,1,24,3, Paper length,prompt,bot,writing,faq,0,start,10/13/2021,16:13,10/13/2021 16:13
1147,68,1,25,4," Yes, other reqs",prompt,bot,writing,faq,0,assign,10/13/2021,16:13,10/13/2021 16:13
1148,68,1,26,2, Go --> FAQs,bot_move,bot,writing,faq,0,start,10/13/2021,16:13,10/13/2021 16:13
1149,68,1,27,3, References,prompt,bot,writing,faq,0,start,10/13/2021,16:14,10/13/2021 16:14
1150,68,1,28,4, From the top,prompt,bot,writing,faq,0,assign,10/13/2021,16:14,10/13/2021 16:14
1151,68,1,29,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:14,10/13/2021 16:14
1152,68,1,30,2, Incorporating science,prompt,bot,science,general,0,start,10/13/2021,16:14,10/13/2021 16:14
1153,68,1,31,3, How much science,prompt,bot,science,how-much,0,assign,10/13/2021,16:14,10/13/2021 16:14
1154,68,1,32,4, Yes review topic,prompt,bot,science,how-much,0,assign,10/13/2021,16:15,10/13/2021 16:15
1155,68,1,33,2, Go --> Checking and choosing a topic,bot_move,bot,writing,check-choose,0,start,10/13/2021,16:15,10/13/2021 16:15
1156,68,1,34,3, I have an idea,prompt,bot,writing,check-choose,0,assign,10/13/2021,16:15,10/13/2021 16:15
1157,68,1,35,3," Yes, main topic",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:15,10/13/2021 16:15
1158,68,1,36,3," Yes, sustainability",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:16,10/13/2021 16:16
1159,68,1,37,3," Yes, chemistry",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:16,10/13/2021 16:16
1160,68,1,38,3, No review other topics,prompt,bot,writing,check-choose,1,end,10/13/2021,16:16,10/13/2021 16:16
1161,68,1,39,3, End,prompt,bot,end,bot,1,end,10/13/2021,16:16,10/13/2021 16:16
1162,69,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,16:21,10/13/2021 16:21
1163,69,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:21,10/13/2021 16:21
1164,69,1,3,2, Checking and choosing a topic,prompt,bot,writing,check-choose,0,start,10/13/2021,16:21,10/13/2021 16:21
1165,69,1,4,3, I have an idea,prompt,bot,writing,check-choose,0,assign,10/13/2021,16:21,10/13/2021 16:21
1166,69,1,5,4," Yes, main topic",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:21,10/13/2021 16:21
1167,69,1,6,4," Yes, sustainability",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:22,10/13/2021 16:22
1168,69,1,7,4," No, chemistry",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:22,10/13/2021 16:22
1169,69,1,8,4, Incorporating science,prompt,bot,writing,check-choose,0,assign,10/13/2021,16:22,10/13/2021 16:22
1170,69,1,9,2, Go --> Incorporating science,bot_move,bot,science,general,0,start,10/13/2021,16:22,10/13/2021 16:22
1171,69,1,10,3, Level of science information,prompt,bot,science,level,0,start,10/13/2021,16:22,10/13/2021 16:22
1172,69,1,11,4, No does not help,prompt,bot,science,level,0,assign,10/13/2021,16:23,10/13/2021 16:23
1173,69,1,12,5, Yes need further help ,prompt,bot,science,level,0,assign,10/13/2021,16:23,10/13/2021 16:23
1174,69,1,13,1, Go --> top help,bot_move,bot,top,top,0,start,10/13/2021,16:24,10/13/2021 16:24
1175,69,1,14,2, Checking and choosing a topic,prompt,bot,writing,check-choose,0,start,10/13/2021,16:24,10/13/2021 16:24
1176,69,1,15,3, I need inspiration,prompt,bot,writing,check-choose,0,assign,10/13/2021,16:24,10/13/2021 16:24
1177,69,1,16,4, Water Footprint,prompt,bot,writing,check-choose,0,assign,10/13/2021,16:24,10/13/2021 16:24
1178,69,1,17,2, Go --> Water footprint,bot_move,bot,main_topic,water,0,start,10/13/2021,16:25,10/13/2021 16:25
1179,69,1,18,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,16:25,10/13/2021 16:25
1180,69,1,19,4, Let's look at all SDGs ,prompt,bot,main_topic,water,0,assign,10/13/2021,16:25,10/13/2021 16:25
1181,69,1,20,4, Go --> Choose SDG,bot_move,bot,sustainability,choose-sdg,0,start,10/13/2021,16:25,10/13/2021 16:25
1182,69,1,21,5, 14 -Life Below Water,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,16:25,10/13/2021 16:25
1183,69,1,22,6," No, explore SDGs",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,16:25,10/13/2021 16:25
1184,69,1,23,6, Yes other topics ,prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,16:25,10/13/2021 16:25
1185,69,1,24,1, Go --> top help,bot_move,bot,top,top,0,start,10/13/2021,16:26,10/13/2021 16:26
1186,69,1,25,2, FAQ about technical details,prompt,bot,writing,faq,0,start,10/13/2021,16:26,10/13/2021 16:26
1187,69,1,26,3, Paper tone,prompt,bot,writing,faq,0,start,10/13/2021,16:26,10/13/2021 16:26
1188,69,1,27,4, Yes,prompt,bot,writing,faq,0,assign,10/13/2021,16:26,10/13/2021 16:26
1189,69,1,28,2, Go --> FAQs,bot_move,bot,writing,faq,0,start,10/13/2021,16:26,10/13/2021 16:26
1190,69,1,29,3, Submission requirements,prompt,bot,writing,faq,0,start,10/13/2021,16:26,10/13/2021 16:26
1191,69,1,30,4, Yes,prompt,bot,writing,faq,0,assign,10/13/2021,16:27,10/13/2021 16:27
1192,69,1,31,2, Go --> FAQs,bot_move,bot,writing,faq,0,start,10/13/2021,16:27,10/13/2021 16:27
1193,69,1,32,3, References,prompt,bot,writing,faq,0,start,10/13/2021,16:27,10/13/2021 16:27
1194,69,1,33,4, From the top,prompt,bot,writing,faq,0,assign,10/13/2021,16:28,10/13/2021 16:28
1195,69,1,34,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:28,10/13/2021 16:28
1196,69,1,35,2, Topic: Water Footprint,prompt,bot,main_topic,water,0,start,10/13/2021,16:28,10/13/2021 16:28
1197,69,1,36,3, WF Definition,prompt,bot,main_topic,water,0,start,10/13/2021,16:28,10/13/2021 16:28
1198,69,1,37,4, Other WF topics,prompt,bot,main_topic,water,0,assign,10/13/2021,16:28,10/13/2021 16:28
1199,69,1,38,2, Go --> Water footprint,bot_move,bot,main_topic,water,0,start,10/13/2021,16:28,10/13/2021 16:28
1200,69,1,39,3, WF Impact,prompt,bot,main_topic,water,0,start,10/13/2021,16:28,10/13/2021 16:28
1201,69,1,40,4, Other topics,prompt,bot,main_topic,water,0,assign,10/13/2021,16:28,10/13/2021 16:28
1202,69,1,41,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,16:29,10/13/2021 16:29
1203,69,1,42,2, Incorporating science,prompt,bot,science,general,0,start,10/13/2021,16:29,10/13/2021 16:29
1204,69,1,43,3, How much science,prompt,bot,science,how-much,0,assign,10/13/2021,16:29,10/13/2021 16:29
1205,69,1,44,4, Yes check topic ,prompt,bot,science,how-much,0,assign,10/13/2021,16:29,10/13/2021 16:29
1206,69,1,45,2, Go --> Check and choose topic,bot_move,bot,writing,check-choose,0,start,10/13/2021,16:29,10/13/2021 16:29
1207,69,1,46,3, I have an idea,prompt,bot,writing,check-choose,0,assign,10/13/2021,16:29,10/13/2021 16:29
1208,69,1,47,4," Yes, main topic",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:30,10/13/2021 16:30
1209,69,1,48,4," Yes, sustainability",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:30,10/13/2021 16:30
1210,69,1,49,4," No, chemistry",prompt,bot,writing,check-choose,0,assign,10/13/2021,16:30,10/13/2021 16:30
1211,69,1,50,4, Incorporating science,prompt,bot,writing,check-choose,0,assign,10/13/2021,16:30,10/13/2021 16:30
1212,69,1,51,2, Go --> Incorporating science,bot_move,bot,science,general,0,start,10/13/2021,16:30,10/13/2021 16:30
1213,69,1,52,3, Level of science information,prompt,bot,science,level,0,start,10/13/2021,16:31,10/13/2021 16:31
1214,69,1,53,4," No, not help",prompt,bot,science,level,0,assign,10/13/2021,16:31,10/13/2021 16:31
1215,69,1,54,4, No further help,prompt,bot,science,level,1,end,10/13/2021,16:31,10/13/2021 16:31
1216,69,1,55,4, Linger No explore other module,prompt,bot,linger_unk,linger,0,resume,10/13/2021,16:31,10/13/2021 16:31
1217,69,1,56,4, End,prompt,bot,end,bot,1,end,10/13/2021,16:31,10/13/2021 16:31
1218,70,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,22:30,10/13/2021 22:30
1219,70,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,22:30,10/13/2021 22:30
1220,70,1,3,2, Checking and choosing a topic,prompt,bot,writing,check-choose,0,start,10/13/2021,22:30,10/13/2021 22:30
1221,70,1,4,3, I need inspiration,prompt,bot,writing,check-choose,0,assign,10/13/2021,22:30,10/13/2021 22:30
1222,70,1,5,4, Embodied Carbon,prompt,bot,writing,check-choose,0,assign,10/13/2021,22:30,10/13/2021 22:30
1223,70,1,6,2, Go --> Embodied Carbon,bot_move,bot,main_topic,embody,0,start,10/13/2021,22:30,10/13/2021 22:30
1224,70,1,7,3, EC Definition,prompt,bot,main_topic,embody,0,start,10/13/2021,22:31,10/13/2021 22:31
1225,70,1,8,3, EC Sustainability,prompt,bot,main_topic,embody,0,start,10/13/2021,22:31,10/13/2021 22:31
1226,70,1,9,4, I want to see all the SDGs ,prompt,bot,main_topic,embody,0,assign,10/13/2021,22:31,10/13/2021 22:31
1227,70,1,10,4, Go --> Choose SDGs,bot_move,bot,sustainability,choose-sdg,0,start,10/13/2021,22:31,10/13/2021 22:31
1228,70,1,11,5, 17 -Partnerships for Goals,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,22:32,10/13/2021 22:32
1229,70,1,12,6," No, explore SDGs",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,22:32,10/13/2021 22:32
1230,70,1,13,6," No, other topics",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,22:32,10/13/2021 22:32
1231,70,1,14,6, Linger Other topics,prompt,bot,linger_unk,linger,0,resume,10/13/2021,22:32,10/13/2021 22:32
1232,70,1,15,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,22:32,10/13/2021 22:32
1233,70,1,16,2, None of these,prompt,bot,top,top,0,assign,10/13/2021,22:33,10/13/2021 22:33
1234,70,1,17,2, Linger No more modules,prompt,bot,linger_unk,linger,0,end,10/13/2021,22:33,10/13/2021 22:33
1235,70,1,18,2, End,prompt,bot,end,bot,1,end,10/13/2021,22:33,10/13/2021 22:33
1236,71,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,21:46,10/13/2021 21:46
1237,71,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,21:46,10/13/2021 21:46
1238,71,1,3,2, Topic: Water Footprint,prompt,bot,main_topic,water,0,start,10/13/2021,21:46,10/13/2021 21:46
1239,71,1,4,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,21:46,10/13/2021 21:46
1240,71,1,5,3, WF Definition,prompt,bot,main_topic,water,-1,abort,10/13/2021,21:46,10/13/2021 21:46
1241,72,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,21:52,10/13/2021 21:52
1242,72,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,21:52,10/13/2021 21:52
1243,72,1,3,2, Topic: Carbon Footprint,prompt,bot,main_topic,carbon-foot,-1,abort,10/13/2021,21:52,10/13/2021 21:52
1244,73,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,21:01,10/13/2021 21:01
1245,73,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,21:01,10/13/2021 21:01
1246,73,1,3,2, Checking and choosing a topic,prompt,bot,writing,check-choose,0,start,10/13/2021,21:01,10/13/2021 21:01
1247,73,1,4,3, I need inspiration,prompt,bot,writing,check-choose,0,assign,10/13/2021,21:01,10/13/2021 21:01
1248,73,1,5,4, Water Footprint,prompt,bot,writing,check-choose,0,assign,10/13/2021,21:01,10/13/2021 21:01
1249,73,1,6,2, Go --> Water footprint,bot_move,bot,main_topic,water,0,start,10/13/2021,21:01,10/13/2021 21:01
1250,73,1,7,3, WF Impact,prompt,bot,main_topic,water,0,start,10/13/2021,21:01,10/13/2021 21:01
1251,73,1,8,3, WF Definition,prompt,bot,main_topic,water,0,start,10/13/2021,21:01,10/13/2021 21:01
1252,73,1,9,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,21:02,10/13/2021 21:02
1253,73,1,10,4, 14 -Life Below Water,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,21:02,10/13/2021 21:02
1254,73,1,11,5, Yes explore SDGs,prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,21:02,10/13/2021 21:02
1255,73,1,12,5, Go --> Choose SDGs,bot_move,bot,sustainability,choose-sdg,0,start,10/13/2021,21:02,10/13/2021 21:02
1256,73,1,13,4, 6 -Clean Water and Sanitation,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,21:02,10/13/2021 21:02
1257,73,1,14,5," No, explore SDGs",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,21:02,10/13/2021 21:02
1258,73,1,15,5," Yes, other topics",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,21:02,10/13/2021 21:02
1259,73,1,16,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,21:02,10/13/2021 21:02
1260,73,1,17,2, Water Footprint,prompt,bot,main_topic,water,0,start,10/13/2021,21:03,10/13/2021 21:03
1261,73,1,18,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,21:03,10/13/2021 21:03
1262,73,1,19,4, 6 - Clean Water SDG,prompt,bot,sustainability,choose-sdg,0,start,10/13/2021,21:03,10/13/2021 21:03
1263,73,1,20,5," No, explore SDGs",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,21:03,10/13/2021 21:03
1264,73,1,21,5," Yes, other topics",prompt,bot,sustainability,choose-sdg,0,assign,10/13/2021,21:03,10/13/2021 21:03
1265,73,1,22,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,21:04,10/13/2021 21:04
1266,73,1,23,2, Incorporating science,prompt,bot,science,general,0,start,10/13/2021,21:04,10/13/2021 21:04
1267,73,1,24,3, How much science,prompt,bot,science,how-much,0,assign,10/13/2021,21:05,10/13/2021 21:05
1268,73,1,25,4, Yes review paper,prompt,bot,science,how-much,0,assign,10/13/2021,21:05,10/13/2021 21:05
1269,73,1,26,2, Go --> Check and Choose,user_choice,user,writing,check-choose,0,start,10/13/2021,21:05,10/13/2021 21:05
1270,73,1,27,3, I have an idea,prompt,bot,writing,check-choose,0,assign,10/13/2021,21:05,10/13/2021 21:05
1271,73,1,28,4, Yes topic,prompt,bot,writing,check-choose,0,assign,10/13/2021,21:06,10/13/2021 21:06
1272,73,1,29,4, No sustainability,prompt,bot,writing,check-choose,0,assign,10/13/2021,21:06,10/13/2021 21:06
1273,73,1,30,4, No chemistry,prompt,bot,writing,check-choose,0,assign,10/13/2021,21:06,10/13/2021 21:06
1274,73,1,31,4, Sustainability,prompt,bot,writing,check-choose,0,assign,10/13/2021,21:06,10/13/2021 21:06
1275,73,1,32,2, Go --> Understanding sustainability,bot_move,bot,sustainability,general,0,start,10/13/2021,21:07,10/13/2021 21:07
1276,73,1,33,3, Review definition,prompt,bot,sustainability,definition,0,assign,10/13/2021,21:07,10/13/2021 21:07
1277,73,1,34,4, Yes more information,prompt,bot,sustainability,definition,0,assign,10/13/2021,21:08,10/13/2021 21:08
1278,73,1,35,3, Check sustainability idea,prompt,bot,sustainability,check-idea,0,assign,10/13/2021,21:08,10/13/2021 21:08
1279,73,1,36,3, Review SDGs,prompt,bot,sustainability,choose-sdg,0,suspend,10/13/2021,21:09,10/13/2021 21:09
1280,73,1,37,3, Check sustainability idea,prompt,bot,sustainability,check-idea,0,suspend,10/13/2021,21:09,10/13/2021 21:09
1281,73,1,38,3, Review definition,prompt,bot,sustainability,definition,0,assign,10/13/2021,21:10,10/13/2021 21:10
1282,73,1,39,3, Review UN SDGs,prompt,bot,sustainability,choose-sdg,-1,abort,10/13/2021,21:10,10/13/2021 21:10
1283,74,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,22:15,10/13/2021 22:15
1284,74,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,22:15,10/13/2021 22:15
1285,74,1,3,2, Topic: Water Footprint,prompt,bot,main_topic,water,0,start,10/13/2021,22:16,10/13/2021 22:16
1286,74,1,4,3, WF Impact,prompt,bot,main_topic,water,0,start,10/13/2021,22:17,10/13/2021 22:17
1287,74,1,5,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,22:18,10/13/2021 22:18
1288,74,1,6,4, 6 - Clean Water SDG,prompt,bot,sustainability,choose-sdg,-1,abort,10/13/2021,22:18,10/13/2021 22:18
1289,75,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/13/2021,23:22,10/13/2021 23:22
1290,75,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/13/2021,23:22,10/13/2021 23:22
1291,75,1,3,2, Checking and choosing a topic,prompt,bot,writing,check-choose,0,start,10/13/2021,23:22,10/13/2021 23:22
1292,75,1,4,3, I need inspiration,prompt,bot,writing,check-choose,0,assign,10/13/2021,23:22,10/13/2021 23:22
1293,75,1,5,4, Water footprint,prompt,bot,writing,check-choose,0,assign,10/13/2021,23:23,10/13/2021 23:23
1294,75,1,6,2, Go --> Water footprint,bot_move,bot,main_topic,water,0,start,10/13/2021,23:23,10/13/2021 23:23
1295,75,1,7,3, WF Definition,prompt,bot,main_topic,water,0,start,10/13/2021,23:24,10/13/2021 23:24
1296,75,1,8,4, Other water footprint,prompt,bot,main_topic,water,0,assign,10/13/2021,23:24,10/13/2021 23:24
1297,75,1,9,3, WF Impact,prompt,bot,main_topic,water,0,start,10/13/2021,23:25,10/13/2021 23:25
1298,75,1,10,3, WF Sustainability,prompt,bot,main_topic,water,0,start,10/13/2021,23:26,10/13/2021 23:26
1299,75,1,11,4,"""how to format my paper""",query,user,user_write,writing,0,abort_activity,10/13/2021,23:26,10/13/2021 23:26
1300,75,1,12,4,no match,bot_nomatch,bot,outscope,bot,0,skip,10/13/2021,23:27,10/13/2021 23:27
1301,75,1,13,4,"""do I have to cite in my paper?""",query,user,user_write,writing,0,abort_activity,10/13/2021,23:27,10/13/2021 23:27
1302,75,1,14,2, Choose FAQs,user_choice,user,writing,faq,0,start,10/13/2021,23:28,10/13/2021 23:28
1303,75,1,15,3, References,prompt,bot,writing,faq,0,start,10/13/2021,23:28,10/13/2021 23:28
1304,75,1,16,4," Yes, other FAQs",prompt,bot,writing,faq,0,assign,10/13/2021,23:29,10/13/2021 23:29
1305,75,1,17,2, Go --> FAQs,bot_move,bot,writing,faq,0,start,10/13/2021,23:29,10/13/2021 23:29
1306,75,1,18,3, Paper tone,prompt,bot,writing,faq,0,start,10/13/2021,23:30,10/13/2021 23:30
1307,75,1,19,4," Yes, other FAQs",prompt,bot,writing,faq,-1,abort,10/13/2021,23:30,10/13/2021 23:30
1308,76,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/14/2021,02:04,10/14/2021 02:04
1309,76,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/14/2021,02:04,10/14/2021 02:04
1310,76,1,3,2, Understanding sustainability,prompt,bot,sustainability,general,0,start,10/14/2021,02:05,10/14/2021 02:05
1311,76,1,4,3, Review definition,prompt,bot,sustainability,definition,0,assign,10/14/2021,02:06,10/14/2021 02:06
1312,76,1,5,4, No more information needed,prompt,bot,sustainability,definition,0,assign,10/14/2021,02:07,10/14/2021 02:07
1313,76,1,6,4, End,prompt,bot,end,bot,1,end,10/14/2021,02:08,10/14/2021 02:08
1314,77,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/14/2021,07:36,10/14/2021 07:36
1315,77,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/14/2021,07:36,10/14/2021 07:36
1316,77,1,3,2, Checking and choosing a topic,prompt,bot,writing,check-choose,0,start,10/14/2021,07:36,10/14/2021 07:36
1317,77,1,4,3, I have an idea,prompt,bot,writing,check-choose,0,assign,10/14/2021,07:36,10/14/2021 07:36
1318,77,1,5,4," Yes, topic",prompt,bot,writing,check-choose,0,assign,10/14/2021,07:36,10/14/2021 07:36
1319,77,1,6,4, Yes sustainability,prompt,bot,writing,check-choose,0,assign,10/14/2021,07:37,10/14/2021 07:37
1320,77,1,7,4," Yes, chemistry",prompt,bot,writing,check-choose,0,assign,10/14/2021,07:37,10/14/2021 07:37
1321,77,1,8,4, No explore other modules,prompt,bot,writing,check-choose,1,end,10/14/2021,07:37,10/14/2021 07:37
1322,77,1,9,4, End,prompt,bot,end,bot,1,end,10/14/2021,07:37,10/14/2021 07:37
1323,78,1,1,1, Yes ,prompt,bot,top,top,0,assign,10/14/2021,08:45,10/14/2021 08:45
1324,78,1,2,1, Go --> Top help,bot_move,bot,top,top,0,start,10/14/2021,08:45,10/14/2021 08:45
1325,78,1,3,2, Incorporating science,prompt,bot,science,general,0,start,10/14/2021,08:45,10/14/2021 08:45
1326,78,1,4,3, Level of science,prompt,bot,science,level,0,assign,10/14/2021,08:45,10/14/2021 08:45
1327,78,1,5,4, Yes helps,prompt,bot,science,level,0,assign,10/14/2021,08:45,10/14/2021 08:45
1328,78,1,6,4, Yes more questions,prompt,bot,science,level,0,start,10/14/2021,08:45,10/14/2021 08:45
1329,78,1,7,1, Go --> Top help,bot_move,bot,top,top,0,start,10/14/2021,08:46,10/14/2021 08:46
1330,78,1,8,2, FAQs about technical requirements,prompt,bot,writing,faq,0,start,10/14/2021,08:46,10/14/2021 08:46
1331,78,1,9,3, References,prompt,bot,writing,faq,0,assign,10/14/2021,08:46,10/14/2021 08:46
1332,78,1,10,4, No I'm good,prompt,bot,writing,faq,0,assign,10/14/2021,08:46,10/14/2021 08:46
1333,78,1,11,4, Yes Need help,prompt,bot,writing,faq,0,start,10/14/2021,08:46,10/14/2021 08:46
1334,78,1,12,1, Go --> Top help,bot_move,bot,top,top,0,start,10/14/2021,08:47,10/14/2021 08:47
1335,78,1,13,2, FAQs about technical requirements,prompt,bot,writing,faq,0,start,10/14/2021,08:47,10/14/2021 08:47
1336,78,1,14,3, Paper tone,prompt,bot,writing,faq,0,start,10/14/2021,08:47,10/14/2021 08:47
